sku_id,sku_name,category,is_perishable,avg_daily_demand,lead_time_days,std_dev_demand,current_stock,unit_cost_inr,unit_sp_inr,stockout_hours_last_30d
SKU-05187,Orange Juice 1L - Pack 3,Beverages,No,23,3,2.4,123,70.29,107.89,8
SKU-05188,Mineral Water 1L - Pack 4,Beverages,No,48,1,5.7,296,12.5,20.14,19
SKU-05189,Energy Drink 250ml - Pack 5,Beverages,No,12,1,2.5,64,64.55,91.33,7
SKU-05190,Cold Coffee 250ml - Pack 6,Beverages,No,10,2,2.1,42,52.28,77.05,5
SKU-05191,Potato Chips 100g - Pack 7,Snacks,No,28,1,4.2,214,25.12,44.21,3
SKU-05192,Namkeen 200g - Pack 8,Snacks,No,19,2,2.6,120,46.59,67.77,2
SKU-05193,Biscuits 100g - Pack 9,Snacks,No,39,1,5.5,353,19.02,28.56,7
SKU-05194,Chocolate Bar 50g - Pack 10,Snacks,No,22,2,3.5,136,27.66,42.24,7
SKU-05195,Cookies 200g - Pack 11,Snacks,No,14,3,2.2,91,47.38,67.03,5
SKU-05196,Shampoo 180ml - Pack 12,Personal Care,No,11,4,1.9,46,90.01,122.68,4
SKU-05197,Soap 100g - Pack 1,Personal Care,No,16,3,2.8,113,27.41,43.02,10
SKU-05198,Toothpaste 100g - Pack 2,Personal Care,No,15,4,2.5,80,68.11,92.57,5
SKU-05199,Face Wash 100ml - Pack 3,Personal Care,No,8,4,2.3,40,112.17,143.97,2
SKU-05200,Hand Wash 250ml - Pack 4,Personal Care,No,10,4,1.6,52,72.1,106.81,10
SKU-05201,Milk 500ml - Pack 5,Dairy,Yes,31,2,2.2,95,25.59,43.4,14
SKU-05202,Curd 400g - Pack 6,Dairy,Yes,19,2,1.3,55,25.13,40.47,4
SKU-05203,Paneer 200g - Pack 7,Dairy,Yes,20,3,1.2,65,51.33,74.7,6
SKU-05204,Butter 100g - Pack 8,Dairy,Yes,13,3,1.3,47,49.54,70.16,9
SKU-05205,Cheese Slices 200g - Pack 9,Dairy,Yes,11,3,1.4,43,85.48,109.93,9
SKU-05206,Bread White 400g - Pack 10,Bakery,Yes,31,1,3.3,78,28.03,41.61,1
SKU-05207,Bread Brown 400g - Pack 11,Bakery,Yes,14,3,1.9,38,31.8,42.41,4
SKU-05208,Croissant 2pc - Pack 12,Bakery,Yes,8,1,1.0,14,55.06,77.83,5
SKU-05209,Muffin 2pc - Pack 1,Bakery,Yes,10,2,2.0,15,45.84,66.51,5
SKU-05210,Burger Buns 4pc - Pack 2,Bakery,Yes,15,1,1.8,48,34.94,49.68,11
SKU-05211,Cola 500ml - Pack 3,Beverages,No,30,3,5.2,235,29.56,36.79,15
SKU-05212,Orange Juice 1L - Pack 4,Beverages,No,21,3,2.6,112,69.42,109.89,5
SKU-05213,Mineral Water 1L - Pack 5,Beverages,No,43,1,5.5,278,11.19,20.54,9
SKU-05214,Energy Drink 250ml - Pack 6,Beverages,No,17,2,2.8,84,63.33,90.39,1
SKU-05215,Cold Coffee 250ml - Pack 7,Beverages,No,13,1,2.2,49,54.98,80.57,5
SKU-05216,Potato Chips 100g - Pack 8,Snacks,No,21,3,3.9,166,25.65,41.75,4
SKU-05217,Namkeen 200g - Pack 9,Snacks,No,12,2,2.7,73,45.42,68.96,5
SKU-05218,Biscuits 100g - Pack 10,Snacks,No,42,3,3.6,389,19.42,29.0,6
SKU-05219,Chocolate Bar 50g - Pack 11,Snacks,No,26,1,3.7,160,31.53,44.06,1
SKU-05220,Cookies 200g - Pack 12,Snacks,No,12,3,2.0,78,47.96,69.88,3
SKU-05221,Shampoo 180ml - Pack 1,Personal Care,No,11,3,2.0,52,92.49,115.0,11
SKU-05222,Soap 100g - Pack 2,Personal Care,No,25,3,3.7,169,28.96,39.55,4
SKU-05223,Toothpaste 100g - Pack 3,Personal Care,No,21,4,3.2,119,66.09,89.38,17
SKU-05224,Face Wash 100ml - Pack 4,Personal Care,No,7,7,1.8,34,113.43,148.11,2
SKU-05225,Hand Wash 250ml - Pack 5,Personal Care,No,7,4,1.5,37,78.76,101.84,6
SKU-05226,Milk 500ml - Pack 6,Dairy,Yes,40,1,1.7,105,28.8,37.75,2
SKU-05227,Curd 400g - Pack 7,Dairy,Yes,19,3,1.2,50,25.34,37.29,21
SKU-05228,Paneer 200g - Pack 8,Dairy,Yes,19,2,1.3,64,53.23,74.49,0
SKU-05229,Butter 100g - Pack 9,Dairy,Yes,8,4,1.0,32,51.8,68.11,5
SKU-05230,Cheese Slices 200g - Pack 10,Dairy,Yes,11,2,1.1,46,84.81,101.76,5
SKU-05231,Bread White 400g - Pack 11,Bakery,Yes,26,2,2.8,66,26.7,38.89,15
SKU-05232,Bread Brown 400g - Pack 12,Bakery,Yes,17,3,2.0,49,31.35,45.33,7
SKU-05233,Croissant 2pc - Pack 1,Bakery,Yes,8,1,0.6,12,55.35,77.42,8
SKU-05234,Muffin 2pc - Pack 2,Bakery,Yes,10,2,1.9,24,46.17,66.26,5
SKU-05235,Burger Buns 4pc - Pack 3,Bakery,Yes,12,1,2.3,36,35.5,54.28,10
SKU-05236,Cola 500ml - Pack 4,Beverages,No,29,1,5.9,226,29.27,38.97,10
SKU-05237,Orange Juice 1L - Pack 5,Beverages,No,20,4,2.8,108,76.39,92.34,21
SKU-05238,Mineral Water 1L - Pack 6,Beverages,No,64,1,6.4,397,12.08,19.83,5
SKU-05239,Energy Drink 250ml - Pack 7,Beverages,No,16,3,2.5,70,60.42,91.26,1
SKU-05240,Cold Coffee 250ml - Pack 8,Beverages,No,14,1,2.1,62,52.6,70.95,4
SKU-05241,Potato Chips 100g - Pack 9,Snacks,No,41,1,3.6,306,24.78,34.49,4
SKU-05242,Namkeen 200g - Pack 10,Snacks,No,17,2,2.4,103,46.22,70.65,2
SKU-05243,Biscuits 100g - Pack 11,Snacks,No,49,1,3.7,442,17.69,29.5,6
SKU-05244,Chocolate Bar 50g - Pack 12,Snacks,No,28,2,3.9,176,31.87,43.75,3
SKU-05245,Cookies 200g - Pack 1,Snacks,No,19,3,2.0,136,50.12,70.98,5
SKU-05246,Shampoo 180ml - Pack 2,Personal Care,No,11,4,1.9,49,76.37,129.19,11
SKU-05247,Soap 100g - Pack 3,Personal Care,No,27,3,2.5,180,29.79,37.83,8
SKU-05248,Toothpaste 100g - Pack 4,Personal Care,No,15,4,2.3,98,59.82,78.54,6
SKU-05249,Face Wash 100ml - Pack 5,Personal Care,No,8,5,0.9,33,107.06,156.59,0
SKU-05250,Hand Wash 250ml - Pack 6,Personal Care,No,11,4,2.0,55,79.97,105.18,9
SKU-05251,Milk 500ml - Pack 7,Dairy,Yes,32,2,1.5,92,26.82,40.93,2
SKU-05252,Curd 400g - Pack 8,Dairy,Yes,15,3,1.8,53,25.59,41.59,6
SKU-05253,Paneer 200g - Pack 9,Dairy,Yes,14,2,1.4,54,55.68,73.35,1
SKU-05254,Butter 100g - Pack 10,Dairy,Yes,9,1,1.2,36,50.49,68.56,3
SKU-05255,Cheese Slices 200g - Pack 11,Dairy,Yes,11,2,1.6,42,77.31,104.93,6
SKU-05256,Bread White 400g - Pack 12,Bakery,Yes,24,1,2.6,59,28.25,39.23,3
SKU-05257,Bread Brown 400g - Pack 1,Bakery,Yes,18,3,2.2,46,31.07,44.43,5
SKU-05258,Croissant 2pc - Pack 2,Bakery,Yes,10,1,1.4,17,58.29,81.1,2
SKU-05259,Muffin 2pc - Pack 3,Bakery,Yes,6,1,1.8,11,47.15,62.44,4
SKU-05260,Burger Buns 4pc - Pack 4,Bakery,Yes,11,1,1.3,37,33.29,51.29,1
SKU-05261,Cola 500ml - Pack 5,Beverages,No,49,2,5.9,383,28.08,34.47,4
SKU-05262,Orange Juice 1L - Pack 6,Beverages,No,17,3,3.5,95,75.17,97.98,9
SKU-05263,Mineral Water 1L - Pack 7,Beverages,No,38,2,5.7,277,12.39,19.94,12
SKU-05264,Energy Drink 250ml - Pack 8,Beverages,No,15,2,2.4,80,66.4,85.95,2
SKU-05265,Cold Coffee 250ml - Pack 9,Beverages,No,13,2,2.0,54,52.6,74.71,3
SKU-05266,Potato Chips 100g - Pack 10,Snacks,No,24,1,3.5,187,25.53,41.88,1
SKU-05267,Namkeen 200g - Pack 11,Snacks,No,20,1,2.3,111,41.95,73.59,7
SKU-05268,Biscuits 100g - Pack 12,Snacks,No,41,2,4.2,393,17.04,29.3,8
SKU-05269,Chocolate Bar 50g - Pack 1,Snacks,No,39,2,3.7,262,26.65,41.63,9
SKU-05270,Cookies 200g - Pack 2,Snacks,No,13,3,2.1,99,46.88,67.26,4
SKU-05271,Shampoo 180ml - Pack 3,Personal Care,No,11,4,2.3,50,86.8,120.92,3
SKU-05272,Soap 100g - Pack 4,Personal Care,No,27,4,2.9,161,28.26,40.37,8
SKU-05273,Toothpaste 100g - Pack 5,Personal Care,No,21,4,3.3,122,63.97,96.12,4
SKU-05274,Face Wash 100ml - Pack 6,Personal Care,No,8,6,1.7,29,105.01,161.12,13
SKU-05275,Hand Wash 250ml - Pack 7,Personal Care,No,10,5,1.9,43,77.55,110.42,13
SKU-05276,Milk 500ml - Pack 8,Dairy,Yes,36,2,1.5,92,26.71,43.17,13
SKU-05277,Curd 400g - Pack 9,Dairy,Yes,28,2,1.5,74,23.42,35.89,4
SKU-05278,Paneer 200g - Pack 10,Dairy,Yes,14,2,1.4,50,60.66,72.55,8
SKU-05279,Butter 100g - Pack 11,Dairy,Yes,10,2,1.2,43,56.34,64.84,9
SKU-05280,Cheese Slices 200g - Pack 12,Dairy,Yes,9,3,1.9,35,79.68,95.56,24
SKU-05281,Bread White 400g - Pack 1,Bakery,Yes,25,1,2.2,49,28.74,39.29,4
SKU-05282,Bread Brown 400g - Pack 2,Bakery,Yes,14,2,1.6,33,30.48,45.67,2
SKU-05283,Croissant 2pc - Pack 3,Bakery,Yes,10,2,1.4,19,53.52,79.94,3
SKU-05284,Muffin 2pc - Pack 4,Bakery,Yes,11,1,1.5,34,49.4,65.22,23
SKU-05285,Burger Buns 4pc - Pack 5,Bakery,Yes,14,3,1.6,38,33.21,48.91,21
SKU-05286,Cola 500ml - Pack 6,Beverages,No,39,1,5.0,327,28.15,38.52,9
SKU-05287,Orange Juice 1L - Pack 7,Beverages,No,20,2,2.9,113,71.77,100.78,9
SKU-05288,Mineral Water 1L - Pack 8,Beverages,No,44,2,6.8,309,12.0,19.78,1
SKU-05289,Energy Drink 250ml - Pack 9,Beverages,No,18,1,2.7,88,67.67,83.86,5
SKU-05290,Cold Coffee 250ml - Pack 10,Beverages,No,17,2,1.5,69,49.68,80.31,5
SKU-05291,Potato Chips 100g - Pack 11,Snacks,No,31,3,4.3,238,27.15,43.06,5
SKU-05292,Namkeen 200g - Pack 12,Snacks,No,15,3,2.4,88,48.61,62.26,10
SKU-05293,Biscuits 100g - Pack 1,Snacks,No,36,1,4.8,338,17.53,28.8,1
SKU-05294,Chocolate Bar 50g - Pack 2,Snacks,No,26,2,3.5,173,30.78,42.5,1
SKU-05295,Cookies 200g - Pack 3,Snacks,No,18,3,2.4,139,46.63,73.58,8
SKU-05296,Shampoo 180ml - Pack 4,Personal Care,No,10,4,1.5,44,88.07,112.23,6
SKU-05297,Soap 100g - Pack 5,Personal Care,No,27,2,2.8,162,28.21,42.34,3
SKU-05298,Toothpaste 100g - Pack 6,Personal Care,No,14,3,2.5,89,65.99,87.04,7
SKU-05299,Face Wash 100ml - Pack 7,Personal Care,No,9,6,1.8,43,115.55,131.67,0
SKU-05300,Hand Wash 250ml - Pack 8,Personal Care,No,12,4,2.4,61,71.49,111.63,5
SKU-05301,Milk 500ml - Pack 9,Dairy,Yes,27,3,2.2,74,28.18,46.36,1
SKU-05302,Curd 400g - Pack 10,Dairy,Yes,19,2,1.7,60,26.4,36.3,6
SKU-05303,Paneer 200g - Pack 11,Dairy,Yes,18,3,1.5,59,56.6,75.78,1
SKU-05304,Butter 100g - Pack 12,Dairy,Yes,7,3,1.2,27,52.97,67.02,9
SKU-05305,Cheese Slices 200g - Pack 1,Dairy,Yes,9,3,1.5,36,86.28,97.48,7
SKU-05306,Bread White 400g - Pack 2,Bakery,Yes,30,1,2.9,67,26.75,40.86,28
SKU-05307,Bread Brown 400g - Pack 3,Bakery,Yes,17,1,1.6,38,33.53,47.12,3
SKU-05308,Croissant 2pc - Pack 4,Bakery,Yes,13,1,1.5,22,54.61,74.86,7
SKU-05309,Muffin 2pc - Pack 5,Bakery,Yes,11,1,1.6,25,42.72,67.91,22
SKU-05310,Burger Buns 4pc - Pack 6,Bakery,Yes,12,1,1.8,34,32.64,51.89,1
SKU-05311,Cola 500ml - Pack 7,Beverages,No,42,3,4.7,327,25.98,39.98,22
SKU-05312,Orange Juice 1L - Pack 8,Beverages,No,22,3,3.0,114,70.62,103.86,13
SKU-05313,Mineral Water 1L - Pack 9,Beverages,No,55,1,7.4,375,12.96,20.59,2
SKU-05314,Energy Drink 250ml - Pack 10,Beverages,No,11,3,2.2,53,62.4,92.85,2
SKU-05315,Cold Coffee 250ml - Pack 11,Beverages,No,11,2,2.1,49,57.02,77.69,1
SKU-05316,Potato Chips 100g - Pack 12,Snacks,No,32,2,4.1,222,28.59,44.6,2
SKU-05317,Namkeen 200g - Pack 1,Snacks,No,22,3,2.3,144,42.65,64.4,12
SKU-05318,Biscuits 100g - Pack 2,Snacks,No,37,2,5.1,317,19.25,30.25,4
SKU-05319,Chocolate Bar 50g - Pack 3,Snacks,No,33,1,2.9,192,30.92,46.02,3
SKU-05320,Cookies 200g - Pack 4,Snacks,No,17,2,2.6,124,47.52,69.06,3
SKU-05321,Shampoo 180ml - Pack 5,Personal Care,No,12,4,1.9,47,98.78,116.43,4
SKU-05322,Soap 100g - Pack 6,Personal Care,No,25,3,2.9,153,28.51,39.13,11
SKU-05323,Toothpaste 100g - Pack 7,Personal Care,No,16,4,2.2,94,63.26,96.61,5
SKU-05324,Face Wash 100ml - Pack 8,Personal Care,No,10,6,1.6,52,113.82,160.98,13
SKU-05325,Hand Wash 250ml - Pack 9,Personal Care,No,13,3,2.2,66,72.08,114.89,8
SKU-05326,Milk 500ml - Pack 10,Dairy,Yes,30,2,2.3,103,27.58,48.54,2
SKU-05327,Curd 400g - Pack 11,Dairy,Yes,23,2,1.7,48,22.5,39.09,9
SKU-05328,Paneer 200g - Pack 12,Dairy,Yes,14,3,1.2,52,54.54,69.36,15
SKU-05329,Butter 100g - Pack 1,Dairy,Yes,9,3,1.3,36,50.37,69.64,4
SKU-05330,Cheese Slices 200g - Pack 2,Dairy,Yes,10,2,1.8,37,78.95,107.88,5
SKU-05331,Bread White 400g - Pack 3,Bakery,Yes,27,1,3.3,55,26.87,41.58,27
SKU-05332,Bread Brown 400g - Pack 4,Bakery,Yes,18,2,1.5,48,31.6,46.15,1
SKU-05333,Croissant 2pc - Pack 5,Bakery,Yes,7,1,1.4,13,58.36,85.15,5
SKU-05334,Muffin 2pc - Pack 6,Bakery,Yes,11,3,1.8,30,48.14,65.18,5
SKU-05335,Burger Buns 4pc - Pack 7,Bakery,Yes,13,2,2.2,42,35.42,50.4,3
SKU-05336,Cola 500ml - Pack 8,Beverages,No,31,1,4.3,256,27.46,38.02,5
SKU-05337,Orange Juice 1L - Pack 9,Beverages,No,21,3,2.8,116,74.7,100.18,1
SKU-05338,Mineral Water 1L - Pack 10,Beverages,No,50,1,5.3,325,12.6,20.03,5
SKU-05339,Energy Drink 250ml - Pack 11,Beverages,No,18,2,2.7,89,57.57,93.1,7
SKU-05340,Cold Coffee 250ml - Pack 12,Beverages,No,15,3,1.2,65,54.27,75.28,5
SKU-05341,Potato Chips 100g - Pack 1,Snacks,No,28,3,4.5,201,23.73,40.23,13
SKU-05342,Namkeen 200g - Pack 2,Snacks,No,19,3,2.9,114,44.18,66.08,16
SKU-05343,Biscuits 100g - Pack 3,Snacks,No,44,2,4.5,410,19.14,28.45,7
SKU-05344,Chocolate Bar 50g - Pack 4,Snacks,No,29,3,3.1,177,27.86,46.16,4
SKU-05345,Cookies 200g - Pack 5,Snacks,No,19,3,2.6,124,48.84,71.79,8
SKU-05346,Shampoo 180ml - Pack 6,Personal Care,No,11,4,1.9,44,79.65,120.79,25
SKU-05347,Soap 100g - Pack 7,Personal Care,No,25,3,2.7,158,26.68,40.63,4
SKU-05348,Toothpaste 100g - Pack 8,Personal Care,No,19,4,2.4,110,57.85,78.38,1
SKU-05349,Face Wash 100ml - Pack 9,Personal Care,No,4,5,1.7,20,97.41,169.61,4
SKU-05350,Hand Wash 250ml - Pack 10,Personal Care,No,9,3,1.6,45,74.85,108.72,13
SKU-05351,Milk 500ml - Pack 11,Dairy,Yes,28,1,2.2,96,30.12,46.26,2
SKU-05352,Curd 400g - Pack 12,Dairy,Yes,21,2,1.9,63,26.79,38.8,6
SKU-05353,Paneer 200g - Pack 1,Dairy,Yes,15,3,1.0,53,49.5,76.4,3
SKU-05354,Butter 100g - Pack 2,Dairy,Yes,11,3,1.2,52,50.5,66.07,11
SKU-05355,Cheese Slices 200g - Pack 3,Dairy,Yes,10,3,1.4,36,86.54,104.21,3
SKU-05356,Bread White 400g - Pack 4,Bakery,Yes,27,1,2.2,78,28.23,39.79,5
SKU-05357,Bread Brown 400g - Pack 5,Bakery,Yes,18,2,1.7,46,34.38,45.08,8
SKU-05358,Croissant 2pc - Pack 6,Bakery,Yes,10,2,0.7,16,50.4,78.98,12
SKU-05359,Muffin 2pc - Pack 7,Bakery,Yes,10,3,2.1,25,52.32,62.91,3
SKU-05360,Burger Buns 4pc - Pack 8,Bakery,Yes,13,1,1.7,41,34.29,45.9,6
SKU-05361,Cola 500ml - Pack 9,Beverages,No,47,2,6.0,390,26.23,38.7,3
SKU-05362,Orange Juice 1L - Pack 10,Beverages,No,18,3,3.4,100,71.41,97.81,6
SKU-05363,Mineral Water 1L - Pack 11,Beverages,No,41,1,5.0,271,11.33,18.9,2
SKU-05364,Energy Drink 250ml - Pack 12,Beverages,No,20,3,2.6,102,62.39,80.64,5
SKU-05365,Cold Coffee 250ml - Pack 1,Beverages,No,10,1,2.1,42,58.94,71.98,3
SKU-05366,Potato Chips 100g - Pack 2,Snacks,No,32,3,3.5,235,26.99,40.65,5
SKU-05367,Namkeen 200g - Pack 3,Snacks,No,19,3,2.7,123,44.28,65.0,13
SKU-05368,Biscuits 100g - Pack 4,Snacks,No,42,2,4.1,382,17.13,30.56,5
SKU-05369,Chocolate Bar 50g - Pack 5,Snacks,No,31,1,4.6,186,31.67,43.91,2
SKU-05370,Cookies 200g - Pack 6,Snacks,No,15,2,2.4,104,48.85,71.8,1
SKU-05371,Shampoo 180ml - Pack 7,Personal Care,No,13,4,1.6,61,100.13,129.14,10
SKU-05372,Soap 100g - Pack 8,Personal Care,No,28,3,2.8,191,25.35,41.3,11
SKU-05373,Toothpaste 100g - Pack 9,Personal Care,No,14,4,2.4,79,64.59,82.46,2
SKU-05374,Face Wash 100ml - Pack 10,Personal Care,No,11,6,1.5,56,118.53,150.76,2
SKU-05375,Hand Wash 250ml - Pack 11,Personal Care,No,9,4,2.2,43,81.39,99.55,2
SKU-05376,Milk 500ml - Pack 12,Dairy,Yes,38,2,1.7,121,28.39,45.36,4
SKU-05377,Curd 400g - Pack 1,Dairy,Yes,27,1,1.3,64,24.32,38.76,15
SKU-05378,Paneer 200g - Pack 2,Dairy,Yes,17,3,1.1,51,59.32,78.53,5
SKU-05379,Butter 100g - Pack 3,Dairy,Yes,8,3,1.2,29,52.38,66.42,21
SKU-05380,Cheese Slices 200g - Pack 4,Dairy,Yes,12,3,2.0,47,80.73,100.62,7
SKU-05381,Bread White 400g - Pack 5,Bakery,Yes,33,1,3.0,86,27.4,42.15,1
SKU-05382,Bread Brown 400g - Pack 6,Bakery,Yes,14,1,2.0,41,29.07,44.62,2
SKU-05383,Croissant 2pc - Pack 7,Bakery,Yes,10,1,1.4,25,54.33,79.06,1
SKU-05384,Muffin 2pc - Pack 8,Bakery,Yes,13,1,2.2,28,45.53,65.05,3
SKU-05385,Burger Buns 4pc - Pack 9,Bakery,Yes,9,3,2.6,31,32.78,56.81,5
SKU-05386,Cola 500ml - Pack 10,Beverages,No,40,2,5.0,320,29.14,41.82,3
SKU-05387,Orange Juice 1L - Pack 11,Beverages,No,23,3,3.2,121,69.9,98.51,4
SKU-05388,Mineral Water 1L - Pack 12,Beverages,No,41,1,6.4,286,11.33,19.64,9
SKU-05389,Energy Drink 250ml - Pack 1,Beverages,No,15,2,2.7,71,64.86,87.8,3
SKU-05390,Cold Coffee 250ml - Pack 2,Beverages,No,10,1,1.7,38,57.84,74.22,5
SKU-05391,Potato Chips 100g - Pack 3,Snacks,No,31,3,4.9,223,24.41,40.39,13
SKU-05392,Namkeen 200g - Pack 4,Snacks,No,16,3,2.7,90,44.68,67.0,9
SKU-05393,Biscuits 100g - Pack 5,Snacks,No,52,2,4.6,448,16.79,30.17,15
SKU-05394,Chocolate Bar 50g - Pack 6,Snacks,No,29,2,3.4,167,33.33,43.12,1
SKU-05395,Cookies 200g - Pack 7,Snacks,No,15,2,1.8,93,47.16,68.34,7
SKU-05396,Shampoo 180ml - Pack 8,Personal Care,No,11,3,2.1,55,84.81,123.67,4
SKU-05397,Soap 100g - Pack 9,Personal Care,No,28,3,2.9,176,28.56,37.43,22
SKU-05398,Toothpaste 100g - Pack 10,Personal Care,No,20,4,2.0,101,60.58,90.26,3
SKU-05399,Face Wash 100ml - Pack 11,Personal Care,No,9,4,2.1,41,107.24,156.72,21
SKU-05400,Hand Wash 250ml - Pack 12,Personal Care,No,9,4,1.8,48,79.2,110.06,7
SKU-05401,Milk 500ml - Pack 1,Dairy,Yes,46,2,1.7,167,31.16,50.62,7
SKU-05402,Curd 400g - Pack 2,Dairy,Yes,21,1,1.2,66,23.32,37.96,13
SKU-05403,Paneer 200g - Pack 3,Dairy,Yes,18,2,1.2,65,54.46,67.6,2
SKU-05404,Butter 100g - Pack 4,Dairy,Yes,7,2,0.8,32,50.01,72.52,9
SKU-05405,Cheese Slices 200g - Pack 5,Dairy,Yes,7,3,0.6,28,81.28,101.5,3
SKU-05406,Bread White 400g - Pack 6,Bakery,Yes,34,1,2.1,79,29.33,40.6,3
SKU-05407,Bread Brown 400g - Pack 7,Bakery,Yes,24,3,1.6,55,30.54,48.14,9
SKU-05408,Croissant 2pc - Pack 8,Bakery,Yes,10,1,1.4,19,60.27,77.99,2
SKU-05409,Muffin 2pc - Pack 9,Bakery,Yes,10,2,1.5,27,44.97,66.0,3
SKU-05410,Burger Buns 4pc - Pack 10,Bakery,Yes,12,2,2.1,32,31.55,51.16,3
SKU-05411,Cola 500ml - Pack 11,Beverages,No,32,2,4.8,240,27.03,38.5,1
SKU-05412,Orange Juice 1L - Pack 12,Beverages,No,22,4,3.1,122,81.31,106.24,5
SKU-05413,Mineral Water 1L - Pack 1,Beverages,No,39,1,5.0,279,12.08,19.87,18
SKU-05414,Energy Drink 250ml - Pack 2,Beverages,No,10,1,2.2,49,67.17,93.44,1
SKU-05415,Cold Coffee 250ml - Pack 3,Beverages,No,14,1,2.1,59,54.67,73.53,4
SKU-05416,Potato Chips 100g - Pack 4,Snacks,No,34,2,4.3,254,25.19,38.83,8
SKU-05417,Namkeen 200g - Pack 5,Snacks,No,11,2,3.3,61,42.65,62.44,3
SKU-05418,Biscuits 100g - Pack 6,Snacks,No,40,2,5.4,354,18.06,28.17,8
SKU-05419,Chocolate Bar 50g - Pack 7,Snacks,No,32,3,3.3,194,27.86,47.33,1
SKU-05420,Cookies 200g - Pack 8,Snacks,No,14,2,2.4,102,51.36,71.7,4
SKU-05421,Shampoo 180ml - Pack 9,Personal Care,No,8,4,1.8,37,84.43,130.31,7
SKU-05422,Soap 100g - Pack 10,Personal Care,No,21,3,2.6,137,31.41,36.36,6
SKU-05423,Toothpaste 100g - Pack 11,Personal Care,No,11,4,2.1,63,59.61,89.77,2
SKU-05424,Face Wash 100ml - Pack 12,Personal Care,No,10,4,2.3,48,112.07,149.09,4
SKU-05425,Hand Wash 250ml - Pack 1,Personal Care,No,14,4,2.0,75,72.48,106.94,2
SKU-05426,Milk 500ml - Pack 2,Dairy,Yes,33,2,2.2,97,26.46,43.98,4
SKU-05427,Curd 400g - Pack 3,Dairy,Yes,26,3,1.5,78,22.94,37.82,6
SKU-05428,Paneer 200g - Pack 4,Dairy,Yes,14,3,1.7,54,58.38,82.25,7
SKU-05429,Butter 100g - Pack 5,Dairy,Yes,9,2,1.6,37,47.35,65.81,19
SKU-05430,Cheese Slices 200g - Pack 6,Dairy,Yes,11,2,1.2,44,87.62,99.66,4
SKU-05431,Bread White 400g - Pack 7,Bakery,Yes,27,1,2.6,61,29.04,39.59,16
SKU-05432,Bread Brown 400g - Pack 8,Bakery,Yes,17,1,2.4,41,29.55,44.68,8
SKU-05433,Croissant 2pc - Pack 9,Bakery,Yes,10,1,1.7,22,58.56,70.9,1
SKU-05434,Muffin 2pc - Pack 10,Bakery,Yes,12,2,1.6,32,49.73,65.1,9
SKU-05435,Burger Buns 4pc - Pack 11,Bakery,Yes,9,2,1.4,26,32.88,47.52,5
SKU-05436,Cola 500ml - Pack 12,Beverages,No,49,1,6.0,396,29.87,39.13,7
SKU-05437,Orange Juice 1L - Pack 1,Beverages,No,22,4,3.5,127,69.67,97.6,3
SKU-05438,Mineral Water 1L - Pack 2,Beverages,No,55,2,5.9,365,12.38,19.1,16
SKU-05439,Energy Drink 250ml - Pack 3,Beverages,No,20,2,2.2,91,67.8,94.15,2
SKU-05440,Cold Coffee 250ml - Pack 4,Beverages,No,12,2,2.5,51,51.76,70.66,2
SKU-05441,Potato Chips 100g - Pack 5,Snacks,No,30,1,3.6,229,25.53,40.69,1
SKU-05442,Namkeen 200g - Pack 6,Snacks,No,19,2,3.0,116,44.61,69.49,3
SKU-05443,Biscuits 100g - Pack 7,Snacks,No,42,2,4.2,386,18.88,26.93,19
SKU-05444,Chocolate Bar 50g - Pack 8,Snacks,No,28,1,3.2,170,29.84,46.67,15
SKU-05445,Cookies 200g - Pack 9,Snacks,No,16,3,2.5,112,47.07,69.2,15
SKU-05446,Shampoo 180ml - Pack 10,Personal Care,No,12,5,2.1,42,86.53,124.53,1
SKU-05447,Soap 100g - Pack 11,Personal Care,No,25,4,3.1,169,26.89,43.44,5
SKU-05448,Toothpaste 100g - Pack 12,Personal Care,No,10,4,2.6,56,69.15,90.89,11
SKU-05449,Face Wash 100ml - Pack 1,Personal Care,No,6,4,1.9,25,115.87,153.0,9
SKU-05450,Hand Wash 250ml - Pack 2,Personal Care,No,12,4,2.0,65,83.05,103.64,10
SKU-05451,Milk 500ml - Pack 3,Dairy,Yes,39,3,2.2,127,28.32,42.12,5
SKU-05452,Curd 400g - Pack 4,Dairy,Yes,27,2,1.7,92,25.36,38.66,8
SKU-05453,Paneer 200g - Pack 5,Dairy,Yes,22,3,1.3,87,53.95,71.66,13
SKU-05454,Butter 100g - Pack 6,Dairy,Yes,9,4,0.6,40,48.09,71.68,3
SKU-05455,Cheese Slices 200g - Pack 7,Dairy,Yes,9,2,1.8,32,78.01,99.73,9
SKU-05456,Bread White 400g - Pack 8,Bakery,Yes,27,2,2.1,53,27.99,41.34,26
SKU-05457,Bread Brown 400g - Pack 9,Bakery,Yes,14,1,2.1,35,35.18,48.08,8
SKU-05458,Croissant 2pc - Pack 10,Bakery,Yes,8,1,1.5,13,53.76,74.95,1
SKU-05459,Muffin 2pc - Pack 11,Bakery,Yes,13,1,1.2,30,46.44,65.57,5
SKU-05460,Burger Buns 4pc - Pack 12,Bakery,Yes,13,2,1.5,40,35.14,46.88,6
SKU-05461,Cola 500ml - Pack 1,Beverages,No,30,2,4.6,260,25.05,41.5,3
SKU-05462,Orange Juice 1L - Pack 2,Beverages,No,16,2,2.7,86,67.85,104.13,2
